Subclass,Order,Species,BMR (mlO2/hour),Body mass for BMR (gr),Reference for BMR,FMR (kJ/day),Body mass for FMR (gr),Reference for FMR
Eutheria,Afrosoricida,Amblysomus hottentotus,84.7,70,White&Seymour03PNAS,NA,NA,NA
Eutheria,Afrosoricida,Chrysochloris asiatica,51.48,44,White et al06BiolLett,NA,NA,NA
Eutheria,Afrosoricida,Echinops telfari,133.9,116.4,White&Seymour03PNAS,NA,NA,NA
Eutheria,Afrosoricida,Geogale aurita,7.728,6.9,White et al06BiolLett,NA,NA,NA
Eutheria,Afrosoricida,Hemicentetes semispinosus,64.1,133,White&Seymour03PNAS,NA,NA,NA
Eutheria,Afrosoricida,Limnogale mergulus,55.9,77.7,White&Seymour03PNAS,NA,NA,NA
Eutheria,Afrosoricida,Microgale cowani,31.964,12.2,White et al06BiolLett,NA,NA,NA
Eutheria,Afrosoricida,Microgale dobsoni,56.4,44.6,White et al06BiolLett,77.1,42.6,Nagy et al99
Eutheria,Afrosoricida,Microgale talazaci,43.56,44,White et al06BiolLett,66.5,42.8,Nagy et al99
Eutheria,Afrosoricida,Setifer setosus,121.9,530,White et al06BiolLett,NA,NA,NA
Eutheria,Afrosoricida,Tenrec ecaudatus,130.65,650,White et al06BiolLett,NA,NA,NA
Eutheria,Artiodactyla,Alces alces,51419,325000,White&Seymour03PNAS,NA,NA,NA
Eutheria,Artiodactyla,Antidorcas marsupialis,NA,NA,NA,24100,43300,Nagy et al99
Eutheria,Artiodactyla,Antilocapra americana,9318,37800,White&Seymour03PNAS,NA,NA,NA
Eutheria,Artiodactyla,Capreolus capreolus,8308,21500,White&Seymour03PNAS,NA,NA,NA
Eutheria,Artiodactyla,Cervus elaphus,NA,NA,NA,25000,107000,Haggarty et al98
Eutheria,Artiodactyla,Connochaetes taurinus,41242,196500,White&Seymour03PNAS,NA,NA,NA
Eutheria,Artiodactyla,Lama pacos,NA,NA,NA,14050,48000,Reik 2008
Eutheria,Artiodactyla,Odocoileus hemionus,NA,NA,NA,18000,39100,Nagy et al99
Eutheria,Artiodactyla,Odocoileus virginianus,25609,58588,White&Seymour03PNAS,NA,NA,NA
Eutheria,Artiodactyla,Oryx leucoryx,NA,NA,NA,16578.5,85250,Anderson & Jetz 2005
Eutheria,Artiodactyla,Ovis canadensis,19120,69125,White&Seymour03PNAS,NA,NA,NA
Eutheria,Artiodactyla,Pecari tajacu,5945,20500,White&Seymour03PNAS,NA,NA,NA
Eutheria,Artiodactyla,Rangifer tarandus,NA,NA,NA,15500,52800,Reik 2008
Eutheria,Carnivora,Acinonyx jubatus,8982,37900,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Ailurus fulgens,878.22,5740,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Alopex lagopus,1374,3600,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Arctictis binturong,2284.8,14280,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Arctocephalus galapagoensis,NA,NA,NA,4780,37400,Nagy et al99
Eutheria,Carnivora,Arctocephalus gazella,NA,NA,NA,34600,23000,Nagy et al99
Eutheria,Carnivora,Arctogalidia trivirgata,552.75,2010,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Bassariscus astutus,NA,NA,NA,472,752,Nagy et al99
Eutheria,Carnivora,Bassariscus sumichrasti,633.6,1280,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Callorhinus ursinus,NA,NA,NA,36100,51100,Nagy et al99
Eutheria,Carnivora,Canis latrans,2686.57,10000,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Canis lupus,8080,33000,McNab2005ZoolSinica,17700,37300,Nagy et al99
Eutheria,Carnivora,Canis mesomelas,3860,7720,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Cerdocyon thous,1524.32,5444,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Eira barbara,1221.3,2950,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Felis concolor (Puma concolor),8841.7,37200,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Felis pardalis (Leopardus pardalis),3126.3,10500,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Felis rufus (Lynx rufus),4220,9400,White&Seymour03PNAS,NA,NA,NA
Eutheria,Carnivora,Felis serval (Leptailurus serval),3137.2,10100,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Felis wiedii (Leopardus wiedii),937.2,3600,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Felis yagouaroundi (Herpailurus yaguarondi),1737,8400,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Fennecus zerda (Vulpes zerda),583.2,1215,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Fossa fossana,906.26,2260,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Galerella sanguinea,410.4,540,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Genetta tigrina,747,1698,White&Seymour03PNAS,NA,NA,NA
Eutheria,Carnivora,Gulo gulo,5694,12700,White&Seymour03PNAS,NA,NA,NA
Eutheria,Carnivora,Herpestes javanicus,403.26,611,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Hyaena hyaena,5728,34300,White&Seymour03PNAS,NA,NA,NA
Eutheria,Carnivora,Lutra lutra,4500,10000,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Lycaon pictus,NA,NA,NA,15300,25170,Nagy et al99
Eutheria,Carnivora,Martes americana,594.9,900,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Martes martes,717,920,White&Seymour03PNAS,NA,NA,NA
Eutheria,Carnivora,Meles meles,2984,11050,White&Seymour03PNAS,NA,NA,NA
Eutheria,Carnivora,Mirounga angustirostris,NA,NA,NA,30804,86750,Anderson & Jetz 2005
Eutheria,Carnivora,Mustela erminea,165,75,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Mustela frenata,240.58,225,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Mustela vison,488.4,660,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Nandinia binotata,862.54,4270,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Nasua narica,1207.43,3670,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Nasua nasua,993,4000,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Neophoca cinerea,NA,NA,NA,39500,83500,Nagy et al99
Eutheria,Carnivora,Panthera leo,16954,98000,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Panthera onca,11189,50400,White&Seymour03PNAS,NA,NA,NA
Eutheria,Carnivora,Panthera tigris,23994.6,137900,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Paradoxurus hermaphroditus,759.98,3160,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Phoca vitulina,28467,85467,McNab2005ZoolSinica,52500,99000,Nagy et al99
Eutheria,Carnivora,Phocarctos hookeri,NA,NA,NA,52648.5,111400,Anderson & Jetz 2005
Eutheria,Carnivora,Potos flavus,795.95,2343.33,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Procyon cancrivorus,464,1160,White&Seymour03PNAS,NA,NA,NA
Eutheria,Carnivora,Procyon lotor,1598.625,5075,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Proteles cristatus,2194,8100,White et al06BiolLett,1850,8540,Nagy et al99
Eutheria,Carnivora,Spilogale putorius,299.52,624,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Suricata suricatta,310.25,850,White et al06BiolLett,468,697,Scantlebury et al02
Eutheria,Carnivora,Taxidea taxus,2700,9000,White et al06BiolLett,NA,NA,NA
Eutheria,Carnivora,Ursus ursinus (Melursus ursinus),844,6696,White&Seymour03PNAS,NA,NA,NA
Eutheria,Carnivora,Vulpes cana,NA,NA,NA,642,972,Nagy et al99
Eutheria,Carnivora,Vulpes rueppelli,798.9,1546,Williams et al02PhysiolBiochemZool,1014.65,1750,Williams et al02
Eutheria,Carnivora,Vulpes velox,NA,NA,NA,1780,2100,Nagy et al99
Eutheria,Carnivora,Vulpes vulpes,2442,4440,White et al06BiolLett,2216.2,4926.6,Winstanlet et al03
Eutheria,Carnivora,Zalophus californianus,31868,73000,McNab2005ZoolSinica,38600,78000,Nagy et al99
Eutheria,Chiroptera,Antrozous pallidus,21.9,22,White&Seymour03PNAS,NA,NA,NA
Eutheria,Chiroptera,Chalinolobus gouldii,25.2,17.5,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Cynopterus brachyotis,47.5,37.4,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Desmodus rotundus,34.692,29.4,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Diaemus youngi,37.332,36.6,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Diphylla ecaudata,38.642,27.8,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Dobsonia minor,74.4,73.7,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Dobsonia moluccensis,367.9,404.3,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Dobsonia praedatrix,142.5,179.5,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Eonycteris spelaea,48,51.6,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Eptesicus fuscus,20.8,10.4,White et al06BiolLett,43.6,20.8,Nagy et al99
Eutheria,Chiroptera,Erophylla bombifrons (Erophylla sezekorni),17.71,16.1,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Eumops perotis,39.76,56,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Glossophaga commissarisi,NA,NA,NA,45.7,8.7,Voigt et al 2006
Eutheria,Chiroptera,Glossophaga sorcina,29.376,9.6,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Hipposideros galeritus,9.35,8.5,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Histiotus velatus,15.68,11.2,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Koopmania concolor (Artibeus concolor),39.794,19.7,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Leptonycteris yerbabuenae (Leptonycteris curasoae),44,22,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Macroderma gigas,139.12,148,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Macroglossus minimus,18.5,15.85,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Macrotus californicus,14.625,11.7,White et al06BiolLett,21.5,13,Nagy et al99
Eutheria,Chiroptera,Megaloglossus woermanni,18.5,12.4,White&Seymour03PNAS,NA,NA,NA
Eutheria,Chiroptera,Melonycteris melanops,43.3,53.3,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Miniopterus australis,94.336,107.2,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Miniopterus schreibersi,25.9658,10.91,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Molossus molossus,22.464,15.6,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Monophyllus redmani,11.136,8.7,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Mormoops blainvilli,7.998,8.6,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Mormoops megalophylla,24.42,16.5,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Myotis lucifugus,8.918,5.2,White et al06BiolLett,29.9,9,Nagy et al99
Eutheria,Chiroptera,Myotis nigricans,8.9,3.7,White&Seymour03PNAS,NA,NA,NA
Eutheria,Chiroptera,Natalus tumidirostris,8.316,5.4,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Noctilio albiventris,31.59,27,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Noctilio leporinus,70.76,61,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Nyctimene albiventer,27.3,30.9,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Nyctimene cyclotis,64.6,40.4,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Nyctimene major,20.4,13.6,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Nyctophilus geoffroyi,11.2,8,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Paranyctimene raptor,24.5,23.6,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Peropteryx macrotis,11.55,5,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Phyllostomus discolor,47.905,33.5,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Phyllostomus elongatus,47.9,35.6,White&Seymour03PNAS,NA,NA,NA
Eutheria,Chiroptera,Phyllostomus hastatus,100.198,84.2,White et al06BiolLett,146,80.8,Nagy et al99
Eutheria,Chiroptera,Pipistrellus pipistrellus,NA,NA,NA,29.3,7.3,Nagy et al99
Eutheria,Chiroptera,Platyrrhinus lineatus,44.895,21.9,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Plecotus auritus,11.2,10.25,White&Seymour03PNAS,27.6,8.5,Nagy et al99
Eutheria,Chiroptera,Pteronotus davyi,15.322,9.4,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteronotus parnellii,30.72,19.2,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteronotus personatus,22.96,14,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteronotus quadridens,6.125,4.9,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteropus giganteus,290.7,562.2,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteropus hypomelanus,290.1,520.8,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteropus poliocephalus,316.9,598,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteropus pumilus,126.4,194.2,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteropus rodricensis,134.9,254.5,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteropus scapulatus,242.54,362,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Pteropus vampyrus,804.1,1024.3,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Rhinonycteris aurantinus (Rhinonicteris aurantia),16.209,8.27,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Rhinophylla fischerae,44.9,9.5,White&Seymour03PNAS,NA,NA,NA
Eutheria,Chiroptera,Rhinophylla pumilio,18.62,9.5,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Rousettus aegyptiacus,122.6,146,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Rousettus amplexicaudatus,104.3,91.5,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Sturnira lilium,53.217,21.9,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Sturnira tildae,18.6,20.5,White&Seymour03PNAS,NA,NA,NA
Eutheria,Chiroptera,Syconycteris australis,21.85,15.9,White et al06BiolLett,76.9,17.4,Geiser & Coburn99
Eutheria,Chiroptera,Tadarida brasiliensis,20.28,16.9,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Tonatia bidens,55.074,27.4,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Uroderma bilobatum,31.59,16.2,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera,Vampyressa pusilla,31.6,8.8,White&Seymour03PNAS,NA,NA,NA
Eutheria,Chiroptera ,Anoura caudifera,42.67,11.5,White et al06BiolLett,51.9,11.5,Nagy et al99
Eutheria,Chiroptera ,Artibeus fimbriatus,42.7,63.9,White&Seymour03PNAS,NA,NA,NA
Eutheria,Chiroptera ,Artibeus jamaicensis,76.84,45.2,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera ,Artibeus lituratus,107.954,70.1,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera ,Carollia brevicauda,NA,NA,NA,50,18.2,Voigt et al 2006
Eutheria,Chiroptera ,Carollia perspicillata,43.061,14.9,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera ,Chiroderma doriae,43.1,19.9,White&Seymour03PNAS,NA,NA,NA
Eutheria,Chiroptera ,Chrotopterus auritus,141.267,96.1,White et al06BiolLett,NA,NA,NA
Eutheria,Chiroptera ,Saccopteryx bilineata,14.51,7.8,White et al06BiolLett,16.2,7.9,Anderson & Jetz 2005
Eutheria,Hyracoidea,Dendrohyrax dorsalis,751,2210,White&Seymour03PNAS,NA,NA,NA
Eutheria,Hyracoidea,Heterohyrax brucei,720,2000,White et al06BiolLett,NA,NA,NA
Eutheria,Hyracoidea,Procavia capensis,660,2400,White et al06BiolLett,NA,NA,NA
Eutheria,Lagomorpha,Lepus alleni,1650,3000,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lagomorpha,Lepus americanus,1518,1581,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lagomorpha,Lepus arcticus,1082,3004.4,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lagomorpha,Lepus californicus,1311,2300,White&Seymour03PNAS,1300,1800,Nagy et al99
Eutheria,Lagomorpha,Lepus timidus,2118,3025,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lagomorpha,Lepus townsendii,1264,2430,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lagomorpha,Ochotona dauurica,249,127.7,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lagomorpha,Ochotona princeps,167,109,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lagomorpha,Oryctolagus cuniculus,1140,2000,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lagomorpha,Sylvilagus audubonii,438,672.4,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Atelerix albiventris,148.5,450,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Blarina brevicauda,65.6,20.5,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Blarina carolinensis,33.7,10.2,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Condylura cristata,110.25,49,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Crocidura crossei,22.4,10.2,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Crocidura flavescens,44.5,33.2,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Crocidura hildegardeae,26,10,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Crocidura leucodon,29.8,11.7,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Crocidura luna,24.8,11.8,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Crocidura olivieri,58.4,38.9,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Crocidura poensis,31.1,17.3,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Crocidura russula,22.9,10.4,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Crocidura suaveolens,18.9,6.5,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Crocidura viaria,22.1,14.7,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Cryptotys parva,19.2,6.2,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Echinosorex gymnura,504.84,721.2,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Erinaceus concolor,347.1794,822.7,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Erinaceus europaeus,337.5,750,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Hemiechinus auritus,152,400,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Hylomys suillus,60.112,57.8,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Neomys anomalus,66.8,13.1,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Neomys fodiens,54.7,17.1,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Neurotrichus gibbsii,46.492,11.8,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Notisorex crawfordi,13.2,4,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Paraechinus aethiopicus (Hemiechinus aethiopicus),112.5,450,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Scalopus aquaticus,67.68,48,White et al06BiolLett,NA,NA,NA
Eutheria,Lypothyphla,Scapanus latimanus,76.2,61,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Scapanus orarius,64.1,61.2,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Scapanus townsendii,108.9,130.1,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Sorex alpinus,48.2,7.9,White&Seymour03PNAS,NA,NA,NA
Eutheria,Lypothyphla,Sorex araneus,44.7,7.5,Ochocinska&Taylor05,58.1,8.19,Ochocinska & Taylor05
Eutheria,Lypothyphla,Sorex cinereus,31.5,3.5,White&Seymour03PNAS,NA,NA,NA
